DATE,value,feature,commodity
1983-11-01,342.5,bananas (U.S. Dollars per Metric Ton),bananas
1983-12-01,342.4,bananas (U.S. Dollars per Metric Ton),bananas
1984-01-01,341.7,bananas (U.S. Dollars per Metric Ton),bananas
1984-02-01,416.52,bananas (U.S. Dollars per Metric Ton),bananas
1984-03-01,413.64,bananas (U.S. Dollars per Metric Ton),bananas
1984-04-01,414.5,bananas (U.S. Dollars per Metric Ton),bananas
1984-05-01,426.22,bananas (U.S. Dollars per Metric Ton),bananas
1984-06-01,458.89,bananas (U.S. Dollars per Metric Ton),bananas
1984-07-01,366.63,bananas (U.S. Dollars per Metric Ton),bananas
1984-08-01,339.62,bananas (U.S. Dollars per Metric Ton),bananas
1984-09-01,378.93,bananas (U.S. Dollars per Metric Ton),bananas
1984-10-01,308.87,bananas (U.S. Dollars per Metric Ton),bananas
1984-11-01,269.0,bananas (U.S. Dollars per Metric Ton),bananas
1984-12-01,299.22,bananas (U.S. Dollars per Metric Ton),bananas
1985-01-01,376.27,bananas (U.S. Dollars per Metric Ton),bananas
1985-02-01,442.36,bananas (U.S. Dollars per Metric Ton),bananas
1985-03-01,453.7,bananas (U.S. Dollars per Metric Ton),bananas
1985-04-01,484.41,bananas (U.S. Dollars per Metric Ton),bananas
1985-05-01,457.51,bananas (U.S. Dollars per Metric Ton),bananas
1985-06-01,380.5,bananas (U.S. Dollars per Metric Ton),bananas
1985-07-01,320.5,bananas (U.S. Dollars per Metric Ton),bananas
1985-08-01,421.9,bananas (U.S. Dollars per Metric Ton),bananas
1985-09-01,361.5,bananas (U.S. Dollars per Metric Ton),bananas
1985-10-01,278.3,bananas (U.S. Dollars per Metric Ton),bananas
1985-11-01,275.0,bananas (U.S. Dollars per Metric Ton),bananas
1985-12-01,284.9,bananas (U.S. Dollars per Metric Ton),bananas
1986-01-01,329.0,bananas (U.S. Dollars per Metric Ton),bananas
1986-02-01,386.4,bananas (U.S. Dollars per Metric Ton),bananas
1986-03-01,499.9,bananas (U.S. Dollars per Metric Ton),bananas
1986-04-01,577.6,bananas (U.S. Dollars per Metric Ton),bananas
1986-05-01,387.5,bananas (U.S. Dollars per Metric Ton),bananas
1986-06-01,345.0,bananas (U.S. Dollars per Metric Ton),bananas
1986-07-01,330.7,bananas (U.S. Dollars per Metric Ton),bananas
1986-08-01,320.8,bananas (U.S. Dollars per Metric Ton),bananas
1986-09-01,423.8,bananas (U.S. Dollars per Metric Ton),bananas
1986-10-01,374.8,bananas (U.S. Dollars per Metric Ton),bananas
1986-11-01,293.8,bananas (U.S. Dollars per Metric Ton),bananas
1986-12-01,311.4,bananas (U.S. Dollars per Metric Ton),bananas
1987-01-01,421.6,bananas (U.S. Dollars per Metric Ton),bananas
1987-02-01,461.9,bananas (U.S. Dollars per Metric Ton),bananas
1987-03-01,449.2,bananas (U.S. Dollars per Metric Ton),bananas
1987-04-01,350.5,bananas (U.S. Dollars per Metric Ton),bananas
1987-05-01,454.7,bananas (U.S. Dollars per Metric Ton),bananas
1987-06-01,382.5,bananas (U.S. Dollars per Metric Ton),bananas
1987-07-01,435.4,bananas (U.S. Dollars per Metric Ton),bananas
1987-08-01,338.4,bananas (U.S. Dollars per Metric Ton),bananas
1987-09-01,354.4,bananas (U.S. Dollars per Metric Ton),bananas
1987-10-01,270.1,bananas (U.S. Dollars per Metric Ton),bananas
1987-11-01,410.1,bananas (U.S. Dollars per Metric Ton),bananas
1987-12-01,388.0,bananas (U.S. Dollars per Metric Ton),bananas
1988-01-01,448.1,bananas (U.S. Dollars per Metric Ton),bananas
1988-02-01,485.6,bananas (U.S. Dollars per Metric Ton),bananas
1988-03-01,525.8,bananas (U.S. Dollars per Metric Ton),bananas
1988-04-01,482.3,bananas (U.S. Dollars per Metric Ton),bananas
1988-05-01,558.3,bananas (U.S. Dollars per Metric Ton),bananas
1988-06-01,595.2,bananas (U.S. Dollars per Metric Ton),bananas
1988-07-01,416.7,bananas (U.S. Dollars per Metric Ton),bananas
1988-08-01,358.3,bananas (U.S. Dollars per Metric Ton),bananas
1988-09-01,534.6,bananas (U.S. Dollars per Metric Ton),bananas
1988-10-01,420.5,bananas (U.S. Dollars per Metric Ton),bananas
1988-11-01,410.6,bananas (U.S. Dollars per Metric Ton),bananas
1988-12-01,501.6,bananas (U.S. Dollars per Metric Ton),bananas
1989-01-01,427.1,bananas (U.S. Dollars per Metric Ton),bananas
1989-02-01,492.7,bananas (U.S. Dollars per Metric Ton),bananas
1989-03-01,700.0,bananas (U.S. Dollars per Metric Ton),bananas
1989-04-01,720.9,bananas (U.S. Dollars per Metric Ton),bananas
1989-05-01,658.6,bananas (U.S. Dollars per Metric Ton),bananas
1989-06-01,526.9,bananas (U.S. Dollars per Metric Ton),bananas
1989-07-01,448.1,bananas (U.S. Dollars per Metric Ton),bananas
1989-08-01,510.4,bananas (U.S. Dollars per Metric Ton),bananas
1989-09-01,517.0,bananas (U.S. Dollars per Metric Ton),bananas
1989-10-01,551.2,bananas (U.S. Dollars per Metric Ton),bananas
1989-11-01,512.6,bananas (U.S. Dollars per Metric Ton),bananas
1989-12-01,496.0,bananas (U.S. Dollars per Metric Ton),bananas
1990-01-01,589.7,bananas (U.S. Dollars per Metric Ton),bananas
1990-02-01,644.9,bananas (U.S. Dollars per Metric Ton),bananas
1990-03-01,538.5,bananas (U.S. Dollars per Metric Ton),bananas
1990-04-01,584.2,bananas (U.S. Dollars per Metric Ton),bananas
1990-05-01,494.4,bananas (U.S. Dollars per Metric Ton),bananas
1990-06-01,529.1,bananas (U.S. Dollars per Metric Ton),bananas
1990-07-01,625.6,bananas (U.S. Dollars per Metric Ton),bananas
1990-08-01,546.4,bananas (U.S. Dollars per Metric Ton),bananas
1990-09-01,523.6,bananas (U.S. Dollars per Metric Ton),bananas
1990-10-01,490.7,bananas (U.S. Dollars per Metric Ton),bananas
1990-11-01,427.1,bananas (U.S. Dollars per Metric Ton),bananas
1990-12-01,496.0,bananas (U.S. Dollars per Metric Ton),bananas
1991-01-01,596.69,bananas (U.S. Dollars per Metric Ton),bananas
1991-02-01,693.77,bananas (U.S. Dollars per Metric Ton),bananas
1991-03-01,837.23,bananas (U.S. Dollars per Metric Ton),bananas
1991-04-01,779.13,bananas (U.S. Dollars per Metric Ton),bananas
1991-05-01,632.63,bananas (U.S. Dollars per Metric Ton),bananas
1991-06-01,633.83,bananas (U.S. Dollars per Metric Ton),bananas
1991-07-01,401.9,bananas (U.S. Dollars per Metric Ton),bananas
1991-08-01,478.5,bananas (U.S. Dollars per Metric Ton),bananas
1991-09-01,366.86,bananas (U.S. Dollars per Metric Ton),bananas
1991-10-01,448.11,bananas (U.S. Dollars per Metric Ton),bananas
1991-11-01,440.92,bananas (U.S. Dollars per Metric Ton),bananas
1991-12-01,403.97,bananas (U.S. Dollars per Metric Ton),bananas
1992-01-01,569.73,bananas (U.S. Dollars per Metric Ton),bananas
1992-02-01,606.27,bananas (U.S. Dollars per Metric Ton),bananas
1992-03-01,606.3,bananas (U.S. Dollars per Metric Ton),bananas
1992-04-01,418.99,bananas (U.S. Dollars per Metric Ton),bananas
1992-05-01,425.83,bananas (U.S. Dollars per Metric Ton),bananas
1992-06-01,404.45,bananas (U.S. Dollars per Metric Ton),bananas
1992-07-01,432.54,bananas (U.S. Dollars per Metric Ton),bananas
1992-08-01,620.71,bananas (U.S. Dollars per Metric Ton),bananas
1992-09-01,511.7,bananas (U.S. Dollars per Metric Ton),bananas
1992-10-01,389.6,bananas (U.S. Dollars per Metric Ton),bananas
1992-11-01,380.03,bananas (U.S. Dollars per Metric Ton),bananas
1992-12-01,310.85,bananas (U.S. Dollars per Metric Ton),bananas
1993-01-01,524.92,bananas (U.S. Dollars per Metric Ton),bananas
1993-02-01,585.61,bananas (U.S. Dollars per Metric Ton),bananas
1993-03-01,659.0,bananas (U.S. Dollars per Metric Ton),bananas
1993-04-01,563.7,bananas (U.S. Dollars per Metric Ton),bananas
1993-05-01,461.6,bananas (U.S. Dollars per Metric Ton),bananas
1993-06-01,389.56,bananas (U.S. Dollars per Metric Ton),bananas
1993-07-01,350.73,bananas (U.S. Dollars per Metric Ton),bananas
1993-08-01,316.91,bananas (U.S. Dollars per Metric Ton),bananas
1993-09-01,350.76,bananas (U.S. Dollars per Metric Ton),bananas
1993-10-01,330.69,bananas (U.S. Dollars per Metric Ton),bananas
1993-11-01,368.27,bananas (U.S. Dollars per Metric Ton),bananas
1993-12-01,414.56,bananas (U.S. Dollars per Metric Ton),bananas
1994-01-01,532.64,bananas (U.S. Dollars per Metric Ton),bananas
1994-02-01,666.9,bananas (U.S. Dollars per Metric Ton),bananas
1994-03-01,505.62,bananas (U.S. Dollars per Metric Ton),bananas
1994-04-01,496.04,bananas (U.S. Dollars per Metric Ton),bananas
1994-05-01,375.77,bananas (U.S. Dollars per Metric Ton),bananas
1994-06-01,250.51,bananas (U.S. Dollars per Metric Ton),bananas
1994-07-01,446.17,bananas (U.S. Dollars per Metric Ton),bananas
1994-08-01,407.38,bananas (U.S. Dollars per Metric Ton),bananas
1994-09-01,438.41,bananas (U.S. Dollars per Metric Ton),bananas
1994-10-01,323.8,bananas (U.S. Dollars per Metric Ton),bananas
1994-11-01,296.87,bananas (U.S. Dollars per Metric Ton),bananas
1994-12-01,537.38,bananas (U.S. Dollars per Metric Ton),bananas
1995-01-01,358.25,bananas (U.S. Dollars per Metric Ton),bananas
1995-02-01,580.09,bananas (U.S. Dollars per Metric Ton),bananas
1995-03-01,397.79,bananas (U.S. Dollars per Metric Ton),bananas
1995-04-01,385.81,bananas (U.S. Dollars per Metric Ton),bananas
1995-05-01,393.0,bananas (U.S. Dollars per Metric Ton),bananas
1995-06-01,368.9,bananas (U.S. Dollars per Metric Ton),bananas
1995-07-01,535.41,bananas (U.S. Dollars per Metric Ton),bananas
1995-08-01,520.0,bananas (U.S. Dollars per Metric Ton),bananas
1995-09-01,520.0,bananas (U.S. Dollars per Metric Ton),bananas
1995-10-01,433.21,bananas (U.S. Dollars per Metric Ton),bananas
1995-11-01,440.92,bananas (U.S. Dollars per Metric Ton),bananas
1995-12-01,407.85,bananas (U.S. Dollars per Metric Ton),bananas
1996-01-01,413.37,bananas (U.S. Dollars per Metric Ton),bananas
1996-02-01,590.84,bananas (U.S. Dollars per Metric Ton),bananas
1996-03-01,500.0,bananas (U.S. Dollars per Metric Ton),bananas
1996-04-01,605.17,bananas (U.S. Dollars per Metric Ton),bananas
1996-05-01,535.72,bananas (U.S. Dollars per Metric Ton),bananas
1996-06-01,484.58,bananas (U.S. Dollars per Metric Ton),bananas
1996-07-01,425.05,bananas (U.S. Dollars per Metric Ton),bananas
1996-08-01,405.65,bananas (U.S. Dollars per Metric Ton),bananas
1996-09-01,396.39,bananas (U.S. Dollars per Metric Ton),bananas
1996-10-01,375.45,bananas (U.S. Dollars per Metric Ton),bananas
1996-11-01,426.59,bananas (U.S. Dollars per Metric Ton),bananas
1996-12-01,476.2,bananas (U.S. Dollars per Metric Ton),bananas
1997-01-01,668.508287292818,bananas (U.S. Dollars per Metric Ton),bananas
1997-02-01,787.292817679558,bananas (U.S. Dollars per Metric Ton),bananas
1997-03-01,766.5745856353591,bananas (U.S. Dollars per Metric Ton),bananas
1997-04-01,607.734806629834,bananas (U.S. Dollars per Metric Ton),bananas
1997-05-01,414.364640883978,bananas (U.S. Dollars per Metric Ton),bananas
1997-06-01,468.922651933702,bananas (U.S. Dollars per Metric Ton),bananas
1997-07-01,457.87292817679605,bananas (U.S. Dollars per Metric Ton),bananas
1997-08-01,408.839779005525,bananas (U.S. Dollars per Metric Ton),bananas
1997-09-01,449.585635359116,bananas (U.S. Dollars per Metric Ton),bananas
1997-10-01,381.21546961326004,bananas (U.S. Dollars per Metric Ton),bananas
1997-11-01,435.08287292817704,bananas (U.S. Dollars per Metric Ton),bananas
1997-12-01,424.72375690607697,bananas (U.S. Dollars per Metric Ton),bananas
1998-01-01,453.03867403314905,bananas (U.S. Dollars per Metric Ton),bananas
1998-02-01,438.53591160221,bananas (U.S. Dollars per Metric Ton),bananas
1998-03-01,455.80110497237604,bananas (U.S. Dollars per Metric Ton),bananas
1998-04-01,780.386740331492,bananas (U.S. Dollars per Metric Ton),bananas
1998-05-01,679.558011049724,bananas (U.S. Dollars per Metric Ton),bananas
1998-06-01,659.530386740331,bananas (U.S. Dollars per Metric Ton),bananas
1998-07-01,457.18232044198896,bananas (U.S. Dollars per Metric Ton),bananas
1998-08-01,353.936464088398,bananas (U.S. Dollars per Metric Ton),bananas
1998-09-01,355.31767955801104,bananas (U.S. Dollars per Metric Ton),bananas
1998-10-01,333.701657458563,bananas (U.S. Dollars per Metric Ton),bananas
1998-11-01,561.4640883977901,bananas (U.S. Dollars per Metric Ton),bananas
1998-12-01,377.762430939226,bananas (U.S. Dollars per Metric Ton),bananas
1999-01-01,489.779005524862,bananas (U.S. Dollars per Metric Ton),bananas
1999-02-01,447.859116022099,bananas (U.S. Dollars per Metric Ton),bananas
1999-03-01,448.895027624309,bananas (U.S. Dollars per Metric Ton),bananas
1999-04-01,417.12707182320395,bananas (U.S. Dollars per Metric Ton),bananas
1999-05-01,331.491712707182,bananas (U.S. Dollars per Metric Ton),bananas
1999-06-01,284.875690607735,bananas (U.S. Dollars per Metric Ton),bananas
1999-07-01,343.922651933702,bananas (U.S. Dollars per Metric Ton),bananas
1999-08-01,352.209944751381,bananas (U.S. Dollars per Metric Ton),bananas
1999-09-01,353.936464088398,bananas (U.S. Dollars per Metric Ton),bananas
1999-10-01,328.729281767956,bananas (U.S. Dollars per Metric Ton),bananas
1999-11-01,333.218232044199,bananas (U.S. Dollars per Metric Ton),bananas
1999-12-01,354.972375690608,bananas (U.S. Dollars per Metric Ton),bananas
2000-01-01,483.42541436464103,bananas (U.S. Dollars per Metric Ton),bananas
2000-02-01,580.110497237569,bananas (U.S. Dollars per Metric Ton),bananas
2000-03-01,419.88950276243105,bananas (U.S. Dollars per Metric Ton),bananas
2000-04-01,481.69889502762396,bananas (U.S. Dollars per Metric Ton),bananas
2000-05-01,414.785010809512,bananas (U.S. Dollars per Metric Ton),bananas
2000-06-01,412.983425414365,bananas (U.S. Dollars per Metric Ton),bananas
2000-07-01,307.813733228098,bananas (U.S. Dollars per Metric Ton),bananas
2000-08-01,347.105452798463,bananas (U.S. Dollars per Metric Ton),bananas
2000-09-01,426.861352275717,bananas (U.S. Dollars per Metric Ton),bananas
2000-10-01,378.578603716725,bananas (U.S. Dollars per Metric Ton),bananas
2000-11-01,370.730788548468,bananas (U.S. Dollars per Metric Ton),bananas
2000-12-01,443.304393580636,bananas (U.S. Dollars per Metric Ton),bananas
2001-01-01,532.668748498679,bananas (U.S. Dollars per Metric Ton),bananas
2001-02-01,681.28453038674,bananas (U.S. Dollars per Metric Ton),bananas
2001-03-01,554.997488699146,bananas (U.S. Dollars per Metric Ton),bananas
2001-04-01,532.096816627203,bananas (U.S. Dollars per Metric Ton),bananas
2001-05-01,638.361758347345,bananas (U.S. Dollars per Metric Ton),bananas
2001-06-01,610.365693238621,bananas (U.S. Dollars per Metric Ton),bananas
2001-07-01,700.966850828729,bananas (U.S. Dollars per Metric Ton),bananas
2001-08-01,682.200336295941,bananas (U.S. Dollars per Metric Ton),bananas
2001-09-01,583.563535911602,bananas (U.S. Dollars per Metric Ton),bananas
2001-10-01,486.788373768917,bananas (U.S. Dollars per Metric Ton),bananas
2001-11-01,494.098442993471,bananas (U.S. Dollars per Metric Ton),bananas
2001-12-01,518.942383583339,bananas (U.S. Dollars per Metric Ton),bananas
2002-01-01,429.37785251043505,bananas (U.S. Dollars per Metric Ton),bananas
2002-02-01,511.049723757,bananas (U.S. Dollars per Metric Ton),bananas
2002-03-01,571.231254930952,bananas (U.S. Dollars per Metric Ton),bananas
2002-04-01,570.379206426363,bananas (U.S. Dollars per Metric Ton),bananas
2002-05-01,631.455680998696,bananas (U.S. Dollars per Metric Ton),bananas
2002-06-01,643.9917127075,bananas (U.S. Dollars per Metric Ton),bananas
2002-07-01,545.580110497826,bananas (U.S. Dollars per Metric Ton),bananas
2002-08-01,420.01506780454497,bananas (U.S. Dollars per Metric Ton),bananas
2002-09-01,492.63351749190497,bananas (U.S. Dollars per Metric Ton),bananas
2002-10-01,550.084073983913,bananas (U.S. Dollars per Metric Ton),bananas
2002-11-01,399.56590371091596,bananas (U.S. Dollars per Metric Ton),bananas
2002-12-01,565.984429934706,bananas (U.S. Dollars per Metric Ton),bananas
2003-01-01,560.593322123468,bananas (U.S. Dollars per Metric Ton),bananas
2003-02-01,462.707182320442,bananas (U.S. Dollars per Metric Ton),bananas
2003-03-01,480.465666929755,bananas (U.S. Dollars per Metric Ton),bananas
2003-04-01,384.22903063787004,bananas (U.S. Dollars per Metric Ton),bananas
2003-05-01,290.369161225515,bananas (U.S. Dollars per Metric Ton),bananas
2003-06-01,310.444619836885,bananas (U.S. Dollars per Metric Ton),bananas
2003-07-01,296.360797501802,bananas (U.S. Dollars per Metric Ton),bananas
2003-08-01,277.558537227045,bananas (U.S. Dollars per Metric Ton),bananas
2003-09-01,312.97086891009496,bananas (U.S. Dollars per Metric Ton),bananas
2003-10-01,326.987749219313,bananas (U.S. Dollars per Metric Ton),bananas
2003-11-01,428.17679558011,bananas (U.S. Dollars per Metric Ton),bananas
2003-12-01,371.42685563295703,bananas (U.S. Dollars per Metric Ton),bananas
2004-01-01,435.71069814163695,bananas (U.S. Dollars per Metric Ton),bananas
2004-02-01,497.237569060773,bananas (U.S. Dollars per Metric Ton),bananas
2004-03-01,512.250780687005,bananas (U.S. Dollars per Metric Ton),bananas
2004-04-01,530.198392767453,bananas (U.S. Dollars per Metric Ton),bananas
2004-05-01,558.405682715075,bananas (U.S. Dollars per Metric Ton),bananas
2004-06-01,596.4339527875441,bananas (U.S. Dollars per Metric Ton),bananas
2004-07-01,602.7122049221499,bananas (U.S. Dollars per Metric Ton),bananas
2004-08-01,557.508789552988,bananas (U.S. Dollars per Metric Ton),bananas
2004-09-01,520.467101958815,bananas (U.S. Dollars per Metric Ton),bananas
2004-10-01,492.63351749539595,bananas (U.S. Dollars per Metric Ton),bananas
2004-11-01,497.237569060773,bananas (U.S. Dollars per Metric Ton),bananas
2004-12-01,497.237569060773,bananas (U.S. Dollars per Metric Ton),bananas
2005-01-01,588.9897395422261,bananas (U.S. Dollars per Metric Ton),bananas
2005-02-01,890.193370165746,bananas (U.S. Dollars per Metric Ton),bananas
2005-03-01,817.018976699496,bananas (U.S. Dollars per Metric Ton),bananas
2005-04-01,594.2515127598,bananas (U.S. Dollars per Metric Ton),bananas
2005-05-01,613.385233550979,bananas (U.S. Dollars per Metric Ton),bananas
2005-06-01,500.062782521346,bananas (U.S. Dollars per Metric Ton),bananas
2005-07-01,403.841094448829,bananas (U.S. Dollars per Metric Ton),bananas
2005-08-01,399.17127071823194,bananas (U.S. Dollars per Metric Ton),bananas
2005-09-01,585.321446509292,bananas (U.S. Dollars per Metric Ton),bananas
2005-10-01,489.344909234412,bananas (U.S. Dollars per Metric Ton),bananas
2005-11-01,471.4967353088901,bananas (U.S. Dollars per Metric Ton),bananas
2005-12-01,568.181818181818,bananas (U.S. Dollars per Metric Ton),bananas
2006-01-01,624.68608739327,bananas (U.S. Dollars per Metric Ton),bananas
2006-02-01,871.546961325967,bananas (U.S. Dollars per Metric Ton),bananas
2006-03-01,880.674993994715,bananas (U.S. Dollars per Metric Ton),bananas
2006-04-01,669.889502762431,bananas (U.S. Dollars per Metric Ton),bananas
2006-05-01,946.1325966850831,bananas (U.S. Dollars per Metric Ton),bananas
2006-06-01,713.837267704671,bananas (U.S. Dollars per Metric Ton),bananas
2006-07-01,585.0434096290451,bananas (U.S. Dollars per Metric Ton),bananas
2006-08-01,546.1806389622869,bananas (U.S. Dollars per Metric Ton),bananas
2006-09-01,544.9223888450409,bananas (U.S. Dollars per Metric Ton),bananas
2006-10-01,552.172275238574,bananas (U.S. Dollars per Metric Ton),bananas
2006-11-01,602.7122049221499,bananas (U.S. Dollars per Metric Ton),bananas
2006-12-01,656.406208892397,bananas (U.S. Dollars per Metric Ton),bananas
2007-01-01,640.163343742493,bananas (U.S. Dollars per Metric Ton),bananas
2007-02-01,658.839779005525,bananas (U.S. Dollars per Metric Ton),bananas
2007-03-01,646.6599698643901,bananas (U.S. Dollars per Metric Ton),bananas
2007-04-01,647.198105761642,bananas (U.S. Dollars per Metric Ton),bananas
2007-05-01,691.808791736728,bananas (U.S. Dollars per Metric Ton),bananas
2007-06-01,778.742436201,bananas (U.S. Dollars per Metric Ton),bananas
2007-07-01,735.1833249623301,bananas (U.S. Dollars per Metric Ton),bananas
2007-08-01,696.012490992073,bananas (U.S. Dollars per Metric Ton),bananas
2007-09-01,666.436464088398,bananas (U.S. Dollars per Metric Ton),bananas
2007-10-01,659.980783089118,bananas (U.S. Dollars per Metric Ton),bananas
2007-11-01,653.5660472124559,bananas (U.S. Dollars per Metric Ton),bananas
2007-12-01,648.513549066035,bananas (U.S. Dollars per Metric Ton),bananas
2008-01-01,679.798222435743,bananas (U.S. Dollars per Metric Ton),bananas
2008-02-01,790.581425940542,bananas (U.S. Dollars per Metric Ton),bananas
2008-03-01,1027.3612207313902,bananas (U.S. Dollars per Metric Ton),bananas
2008-04-01,969.989954796584,bananas (U.S. Dollars per Metric Ton),bananas
2008-05-01,927.925665494726,bananas (U.S. Dollars per Metric Ton),bananas
2008-06-01,839.7790055248621,bananas (U.S. Dollars per Metric Ton),bananas
2008-07-01,725.1381215469611,bananas (U.S. Dollars per Metric Ton),bananas
2008-08-01,801.1049723756911,bananas (U.S. Dollars per Metric Ton),bananas
2008-09-01,806.6298342541439,bananas (U.S. Dollars per Metric Ton),bananas
2008-10-01,808.011049723757,bananas (U.S. Dollars per Metric Ton),bananas
2008-11-01,904.6961325966851,bananas (U.S. Dollars per Metric Ton),bananas
2008-12-01,842.541436464088,bananas (U.S. Dollars per Metric Ton),bananas
2009-01-01,814.917127071823,bananas (U.S. Dollars per Metric Ton),bananas
2009-02-01,921.9613259668511,bananas (U.S. Dollars per Metric Ton),bananas
2009-03-01,906.0773480662981,bananas (U.S. Dollars per Metric Ton),bananas
2009-04-01,897.790055248619,bananas (U.S. Dollars per Metric Ton),bananas
2009-05-01,852.9005524861881,bananas (U.S. Dollars per Metric Ton),bananas
2009-06-01,850.828729281768,bananas (U.S. Dollars per Metric Ton),bananas
2009-07-01,828.729281767956,bananas (U.S. Dollars per Metric Ton),bananas
2009-08-01,835.6353591160221,bananas (U.S. Dollars per Metric Ton),bananas
2009-09-01,818.3701657458561,bananas (U.S. Dollars per Metric Ton),bananas
2009-10-01,811.4640883977901,bananas (U.S. Dollars per Metric Ton),bananas
2009-11-01,835.6353591160221,bananas (U.S. Dollars per Metric Ton),bananas
2009-12-01,801.10497237569,bananas (U.S. Dollars per Metric Ton),bananas
2010-01-01,782.68876611418,bananas (U.S. Dollars per Metric Ton),bananas
2010-02-01,790.745856353591,bananas (U.S. Dollars per Metric Ton),bananas
2010-03-01,842.541436464088,bananas (U.S. Dollars per Metric Ton),bananas
2010-04-01,828.4153691612249,bananas (U.S. Dollars per Metric Ton),bananas
2010-05-01,872.4677716390421,bananas (U.S. Dollars per Metric Ton),bananas
2010-06-01,964.8417880462081,bananas (U.S. Dollars per Metric Ton),bananas
2010-07-01,987.066800602712,bananas (U.S. Dollars per Metric Ton),bananas
2010-08-01,896.534404821698,bananas (U.S. Dollars per Metric Ton),bananas
2010-09-01,883.977900552486,bananas (U.S. Dollars per Metric Ton),bananas
2010-10-01,921.7968955538021,bananas (U.S. Dollars per Metric Ton),bananas
2010-11-01,908.1491712707179,bananas (U.S. Dollars per Metric Ton),bananas
2010-12-01,897.790055248619,bananas (U.S. Dollars per Metric Ton),bananas
2011-01-01,949.4212049460671,bananas (U.S. Dollars per Metric Ton),bananas
2011-02-01,1013.1215469613301,bananas (U.S. Dollars per Metric Ton),bananas
2011-03-01,994.174873889022,bananas (U.S. Dollars per Metric Ton),bananas
2011-04-01,1013.46685082873,bananas (U.S. Dollars per Metric Ton),bananas
2011-05-01,1022.09944751381,bananas (U.S. Dollars per Metric Ton),bananas
2011-06-01,986.3134103465599,bananas (U.S. Dollars per Metric Ton),bananas
2011-07-01,964.219942120495,bananas (U.S. Dollars per Metric Ton),bananas
