OBJECTID	PASS_SPEED	FRT_SPEED	MAXSPD	NUM_TRACK	POLYLINE
1307.0	79.0	2575.0	79.0	1	th_`Uyn{iEgS~G
2251.0	79.0	1050.0	79.0	1	lpmgV{oidFqC|B
1308.0	0.0	1040.0	40.0	1	lt~_Uye{iEdB]xAA`BVrAn@fApARx@
2355.0	79.0	1050.0	79.0	2	ps_iV}~peFxJ_GfF{CnK}GvKuGrIkF`F{CzOqJrEeCzBgA`Bw@zFeC|CmAzB{@lFeBvC{@|EoAdG{AbFgAlFcArCg@vFy@bCYjFk@fU}BjLiAnMmAzAO~BWpAOdAOjAOpDk@tHqAvEu@rAWbB_@|EwA
2358.0	79.0	1050.0	79.0	2	bmxhV_hkeFzNwLbG_FfI}GfLsJfOeMdNkLvf@wa@jJoHzCwBdEuChLeH
2359.0	79.0	1050.0	79.0	2	ngvhVgkieFtAiAhTmQ~ZmWrPqN
2369.0	79.0	1050.0	79.0	1	t{phV}tdeFqAfAuRfPiQ~NeStP_xAvlAwGpFyr@fl@gUpR}YxV_mAjcAy`@p\aDpCiOfMqEpDuK~I_ZrVmKzIuQhOcTpQss@bm@_KnIcd@n_@cf@ja@]X
2426.0	79.0	1050.0	79.0	1	lotgVyfldFuHnDuD~AaE`BaI|CqBv@uDlAeJxCkBj@cElA}C|@aEdAkFpAuD|@aFdAcHvAgARwCj@qB^uF~@yDl@_JnA_JfAwD`@sGl@uJx@
2747.0	79.0	1050.0	79.0	1	ngvhVgkieFsJjI
3311.0	0.0	10.0	10.0	1	bqmgV{pjdFm@[wAcAm@e@y@c@i@Wo@So@Su@McAMoAKyAGm@Ek@Eq@Gu@Ms@Qk@Q}@[_@Qg@We@Y]W[W[[]_@[a@S[M[Q_@I[Ge@Gi@?m@Fq@ZoBTsAJw@Bk@@e@A]Gq@Mo@Sm@Qc@S]OU]e@WY_@[e@]c@We@Yw@[u@U_AW}JmCkCu@{@YaBm@sAg@oAm@s@a@w@i@c@]{@s@}EoE_A{@s@s@y@cAi@o@_CeDyCqD}F}GoB{Bi@m@m@k@u@k@wA}@y@c@aAa@eBc@cBYoAO_DUkJs@c@EqACi@?cA@iB?c@Aa@Cs@Gu@Km@Kq@Sg@Q}@a@o@_@w@k@e@]g@[e@Wk@Sm@Ss@Qw@MoAKw@Au@?gAH{@J}@Py@Vy@\o@`@i@`@s@v@Yb@[p@Ob@GXIn@Ax@B`AFnAJxBDbA?j@Gj@Gn@q@lDYrA
3315.0	79.0	1050.0	79.0	1	xkvgVipmdFiE|C{DnCoJnGsG`E}BtAoJhFoJzEc@R
3317.0	79.0	1050.0	79.0	2	pg}hVwjoeFvLoHzQ}KlLeHnLeH
2371.0	79.0	1050.0	79.0	1	tb}gVyjsdFoB`B
2375.0	79.0	1050.0	79.0	1	ly|gVqbsdF}CfCoB~AaCtBwT`Rc_@b[s_@p[mMxK}OvMaY~Um@f@wOlMqH~FiF|DcBrA_JvG
3318.0	79.0	1050.0	79.0	2	pxniVajweFIx@Il@Ih@Kd@I`@]`A_@|@]t@{@vAq@`Ay@bA_@b@e@f@_Ax@}@r@}@j@w@b@i@Xk@XsAj@aBn@yCjAkAb@q@Ri@Ne@Lq@NgI|AyAV}ARiMfBgHbA_H`AmBV{Dj@k@F
9281.0	79.0	1050.0	79.0	2	ppygVao`dFe@i@sIeLqFeH
137.0	79.0	3070.0	79.0	1	`nwxUyok{EmAzAm@z@{@pAmBpCiAdB{@hA{AzBWR
9283.0	79.0	1050.0	79.0	2	d}xgVwfadFsHuJwJqMgK_NqDwE}FmHaSqW_ImKgLuOwWu^sDgFuDgFyF}H}B_D
141.0	79.0	3070.0	79.0	1	hovxUkgj{EiBhCmEjGcCrDqFzI_ChDaArC
128.0	79.0	3070.0	79.0	2	xzjyU}c||EEj}@?|BGtAOnAi@nBeAjCcC`F_HhMom@jlAq@pAkA~B
3326.0	79.0	1060.0	79.0	1	b}ahVwfcgFlCd@vGnAj@J`ARlIzAdJdBnI~AtI~AnI|AnKpBtEz@jHrA~E~@jDn@fEx@xDp@pATdAN|@Lx@Jp@Hl@Fz@HhAJfAHfER
2835.0	50.0	2540.0	50.0	2	lvxaVs}tlFtDxB
2836.0	50.0	2540.0	50.0	2	b|xaVyytlFjPtC
2839.0	50.0	2540.0	50.0	2	pv|aVwkmlFwC~Jw@dL
2841.0	50.0	2540.0	50.0	2	p~jbV}bhlFsZlC
2844.0	70.0	60.0	70.0		rfaiV}hetFLC
3057.0	0.0	2049.0	49.0	1	dqpbVyfvyF}S`r@aDrL{DxHmHnK}z@ncA
3058.0	0.0	2049.0	49.0	1	|kmbVikqyFeSdUuWvVwBbBu@z@yAbIKzB
3059.0	0.0	2049.0	49.0	1	zphcVwfjxFrKlRhChGwCzo@
3060.0	0.0	2049.0	49.0	1	~cbcVcnhxFpFfBhIb@na@gBh]cDt`@eGhMgEzF{LpCmChMiHpBq@vBmAfB{DP{Kh@kBfAmBlAmAz@c@pC_@pBExAVjB~@bM~S
3061.0	0.0	2049.0	49.0	1	lvkbVkjoyF?~In@`BpCbDpBt@nGt@|FlA|CpCnGzKvMpWhAhLxBzH`AbB`KbLlBzFEzDWzBgDfFgHdIo@vE\jChAvDPfDeBhFoQ`a@c@lBRtBt@dBfEbCt@p@z@hGDbFu@fAmAz@gEdBwBtAc@vAc@tLFdF_@p@}BxAwCtCuGlDaMn\Q|BrAdHa@pGeBvJK~Nb@~BrBlC`DtAnAbA~ArCb@tDF~Lb@~J|@zB~ApBnChAbDLfDSd]eJ`EQ`DTrBv@pBlArB~G`A~F\x@nD`ExApChAbGQzPi@~KFlJlAbCrEhEz@zApBlHu@tFi@hAFzAz@xBrDpD|MhKjXpq@vBpDzDdEtGlEpVjNhJvEfBxAxA`Fu@pCsDzGeRhYuDlDuFbEyEhCkIzBuJpAyGUsOcFeBMeCLgDlBaNtKaG`G{Ab@yAhCu@pEQpDrBvDhGpEhPzFvCf@bCLhMs@lBd@vBz@vBxAzAdDz@jDKvBiFpJgThU}FrNXtLdB~E|ChFnJlIjg@|Vnn@dSxGj@pLI~HVlEi@nMiFvKwIbMyKpCs@lGq@jC_AdE{BzG_FlGiBxEk@`Gb@xE[`D_AhA_Az@MlDw@~Hc@d_@_@vFiCxQwLvIgCnGs@|EHpCbAjBbBz@nElBpDhJpGdHzB~HEbPuGpFeAdF^|HzBhN~FfDvCdFtHdV~i@bFvHlBzDfAbF\hIlAlCxEpCnMzEpBbDJpFgAhFqBhEsAxEDnC\~B|ExJj@d@`AxD]dBqFtHKlClAhChDbB|i@p@~A~@z@lAh@bCc@`EwOfOaDhBmEpAgG~@iDdBuCfCeBpBQvAu@`k@z@pDhCtBhPpDjClCPh[z@bFpFrF|XhT
3062.0	0.0	2049.0	49.0	1	`}hcVczgxFgAvFaDfCsQvHsE~E]dCb@~JK~B{GtSsDde@aBvXVpHxBzDzPlKlA~APtA{An\DlOlDbV`AhCrEtBdElAnCzCEdCyDfFyDvDk@~B\~GQxCsA`B{FxAkFl@yDzCsDfHmHvJ}HvGwC~@}OsAiCGoCf@wBzBaTd`@{DpF{PzG{PvJiLjIeIdIgGpHwBvEkFtPcCdQJhZt@`h@
3064.0	0.0	2049.0	49.0	1	|nbcV}bwwFb@tL
3063.0	0.0	2049.0	49.0	1	`pbcVguvwFz@hy@h@~Si@|GkEbKaJpKwFlF{_@lZqEhEed@nm@mKpNsGvHaJxFgHrDsJlD{VlKao@~UoMvFqa@zMgMvDmPpHqFvDkHpGuFpHc}@pvAaJ~PWlCIbEoCt`AIxCyAzO_EdZyDbSyDpG{FnEwElCuFpAwEpB_hAjPaWtD{Cr@qWpLoaCvnAouBdfAilEf{ByG~CcFbD{FvEuHpHcFrJyFvX}A~N}EhMkMrRceBxfB}`AvbAm[r[yAzB{EpK{Xtr@kBtD}l@lw@wDpFsUj[_AzGWlKLbFKlDmCrGcQvXsLzOiMrSaGnImTvUmZnV{LfJgAlAaIhEwHdFeGzHiE~HeBhEs@pE{@bmCWzFaZvxBwK~w@{@lCoW~n@_BtH_@~HNv\_@vFyOh|@iAtJEzCnFnl@nEtUlChGzHvGhQhKzHlEpE`BPFxDdB~RjKbOfKtGzJ~AxCt@pERhDAVCbDi@hE}IzW
11211.0	79.0	1050.0	60.0	3	lvagVk_|bFaEpDiP`OwNvL
3135.0	50.0	2540.0	50.0	2	p~jbV}bhlFlRmBbLXxC`AzS~JdRfHrItBnHb@|R^tMpAvAp@hLtBnMp@lKTnJv@fX~EfKl@bMa@dGgAhDiAvTsHnD_@zBC`BWnFH~G~@ltAxa@zFzBnF~C~a@~SdGlD~K~KfTzRdLpMdEvI
2894.0	0.0	2049.0	49.0	1	bkqaVwemuFaa@fnA
2896.0	0.0	2049.0	49.0	1	r}qbVosyyFaNrd@
2897.0	0.0	2049.0	49.0	1	|roaVwv_uF@pBPv`@
2923.0	70.0	2070.0	70.0	1	di|dVcy_pFk@~`@
2975.0	0.0	2049.0	49.0	1	`ipaVovjuFiBnHqDzNiJzc@mEtVo@zHMpIlCrW|HlZzChIzDbMvCvKxAtJv@~M@zCi@lJiBvKeDbL_DdIaCpH_B`GaAtGoAbMs@rc@
2976.0	0.0	2049.0	49.0	1	vkpaVmu}tFjmBnr@lLrBpu@lHjGM|EwA`CqBnHoIvGmGpEqBzMoCjEgBdG{DvDsArG_@zS|@jHbAvGpAtI~@td@OtHF
2977.0	0.0	2049.0	49.0	1	psoaVmq~tFl@pGz@`DdBpCbEpBpJfE
3001.0	70.0	2545.0	45.0	1	xg|dVcw~oFUvX
3005.0	50.0	2540.0	50.0	2	jml}U}}}nFyVfAyEd@u^`AqJ~AmChB{B~BeFpAcFp@gJpCqTzIgEV_H{BaSwIkJqBqFTuKlCgAb@eAdAKfBW~E`CvJvChHJ~Jh@tBhDvBzGxCvCnCx@xAJbCg@l@
3006.0	50.0	2540.0	50.0	2	jml}U}}}nFHAfF]L?j@AxDCrDd@
3008.0	50.0	2540.0	50.0	2	rpe}UyxznFtFv@fEFfHc@zRwDfEm@
3009.0	50.0	2540.0	50.0	2	rpe}UyxznFdCpAlH~@zMc@lGqAfHwBbBmB
3051.0	0.0	2049.0	49.0	1	~b}bVqyxzFsAhF
3055.0	0.0	2049.0	49.0	1	pnqbV{mxyFkBhH
3056.0	0.0	2049.0	49.0	1	dkqbVqdxyFaOzc@}HzW
13446.0	70.0	2540.0	70.0	3	vzspUuhboEm@^wDdBiC|@eBf@aBf@mBf@wA^kBl@wFzCkBrAqAtAw@|@wAbB_AlA_BrBi@r@}@fBg@jAm@zA_@lAYhBWjBEt@EbABfAAz@HnCXrBRjA@H
3370.0	0.0	2540.0	40.0	3	hltpUaeonEOdF
3371.0	0.0	2540.0	40.0	3	bktpUupnnEw@vQ
3377.0	50.0	2540.0	50.0	2	zgubVge~kFy@eBwJwf@}AmC{BkCiFaEkEcCgG_BqNmAkE?mG]}EwAqCcBgCiCa@cCJ{DtAmEpAqFWeDs@{C}EgFwA_Do@wGqAgDkCeDcD_BiMgD_EcCcBwCgAcIwCcFcBiAqG_C{D{BkAuBKsMi@iFcBcHuDgHuH{JcBw@uHyBwC_@cQg@eCq@aC{C]_Cb@sDNqFJMm@mCkAgAuDmByGBoDZgB?wCc@sTmJsGsCgJ_DaBcAcFiBiAa@kI}AeIS
3378.0	50.0	2540.0	50.0	2	rvjbVsahlFuRbBsBHcDd@iHHgTW{USsFAqH]uCGgJGiJ]
3134.0	50.0	2540.0	50.0	2	`p|aVqrllF?xCW`B\~DzDlJ|FtFtDhC~@TbFbD`C~DxGhQdAfApJlClKxAnB?xGzA|GbIVdBVnJ`AvCvA~AvAz@|Ej@hB?pEd@`CtAtBzBxGjK~@z@hDvApRf@pCj@hDlBzBzBhBx@|Ch@nFXdLCfCS`@CfOwEjC_@tFGtJjAjNhD|[|@nDC~QoErG{@jCM
1016.0	0.0	10.0	10.0	1	jfckUyosnEGlA
1682.0	0.0	10.0	10.0	1	|fxnUcganEcJdCqUpGkIzBiPnEoUnGcATkAR{@JeAJmAF
867.0	79.0	1060.0	79.0	2	zcvpUkseoEwApBoB`EUp@]~@i@nAk@tA}@~AgB~B}ElFeBpBuBbCgAxAu@nAoAlCs@fCg@hB_@vAs@dC_@xAeApDe@rAk@dA{@zA_CxCkBbCcEjFuBdC{DdDuCzAuDzAmA^mA^eBh@oBh@aBd@oDzAeBz@eAj@uB`BuGtHuClEi@lAu@pBwAlGWvBAlDLlCHlALlATx@
10882.0	70.0	2070.0	70.0	1	rikcV{|`gF{Ulh@{Wfl@gBdEuBpEg@dAy@rBeApCiAfDsC`Km@xBOv@eDvLeIdZmAbE{DhOYpA
1683.0	0.0	10.0	10.0	1	`hunUee`nE_ADwA?iIGmXSoMKkWQiTOa`@YyUQs]WaNIuA?eA@}@FkAH}ANkDx@iCv@iP|F{EbBuOpF}KzDmEtA_L`EaSdH
1301.0	0.0	10.0	10.0	1	v_foUwjllEsAhAkAb@gALwBIaBg@aAmAwBsEY_DCsO{@iFnBmyFBoDXcv@
1661.0	0.0	10.0	10.0	1	nmeoUoewlEDaIDuD?oH@mE?yDb@c_A
1662.0	0.0	10.0	10.0	1	`oeoUckzlEJwa@JyNE}DJ_JBiI@_IHeBZmGH_CFuFC_ED{Mh@_pBVes@FaQPmi@FuPB_Hh@}`B@eA
10884.0	70.0	2070.0	70.0	1	l~xcVkjygFaLpVae@tdAor@fzAq_@fy@aCnFmErIm_@fy@_IpPcGnM}kBvaEkKtVwl@hoAiXfm@gUre@}Xtm@
2946.0	70.0	2070.0	70.0	1	`g}dV_vtmF{CtWuD`\c@vE]rCgArJsB~QaBtNaAnIMtAkBvOaC~Rq@zGW|Ce@hEiCxToEl`@eA|JIhAy@pHu@pGmAdLkAtJiAzJkAzJAFGh@w@nGg@~E_A|HgAtJoAhLu@dH{@jHmAdKaAfJo@~EcA~IkAxKu@bGc@`Ek@~Ec@vDSrB_@`DOtAaApIwAdMU|Bw@bH_AnHoA|Ku@~G}@vHk@fFqAbLm@fFs@tGa@pD{@tH{@zHo@jFiBlPeAfJg@vEyAnMgAnJmApKwAbMu@|GaApIiA`Ki@hE{AjNy@jHo@rF{@vH[|De@dEc@fDc@fEY`Cg@fFG|@[nB
2851.0	70.0	2545.0	45.0	1	nl|dVoccpF?gB?sAGmAKgAQeAk@kBk@sAc@s@m@w@o@q@iAkAoA_A}A{@qAw@
13448.0	70.0	2540.0	70.0	2	ritpUaxboEmB`CuBfCeAfAq@p@oAdAYPUN
2922.0	70.0	2070.0	70.0	1	nl|dVwccpFOvMIpLU|LQ`OC`CM|Q
592.0	0.0	1020.0	20.0	1	tgtpUaqmnEcOFoRC}G{BsCuAkEmE{@mDe@aZ
594.0	0.0	1020.0	20.0	1	dbwpUiqmnEw@@}F@oE@qHBuHBwOB
13451.0	79.0	2540.0	79.0	3	`brpUga`oELd@^fBZzB@zAFnC
11201.0	79.0	1050.0	60.0	3	|sggVo__cFyFpB_AZYJqAd@
593.0	0.0	1020.0	20.0	1	~mupUwpmnEie@I
11203.0	79.0	1050.0	60.0	3	vfggVoy~bF{KzDmP|G
11205.0	79.0	1050.0	60.0	3	lhfgVuj~bF_s@lY
1710.0	0.0	1020.0	20.0	1	f}pqUii}mEp@kARe@Vq@Hq@BsAM{@
3116.0	0.0	2545.0	45.0	1	dvgdVcd|qFF\DXHd@Jh@Nf@Rh@NZZj@d@t@b@n@Xb@V\PVPTRXNXPb@HXHb@D\B^@z@AhAGlAC\?XB\D`@Dh@Fb@B^@b@Cf@E`@Id@Qj@Ut@Qz@St@Qh@Sl@Wt@MZKNKNQRSNa@XQJ[N]Pa@Pg@Pg@Tm@Xu@\k@Vc@Rc@Xa@XYTUPUPSR_@`@[^W\q@z@o@x@c@l@a@j@[f@S^Q\Sj@Ql@Kb@Ih@Ef@El@Ap@Bp@Dj@Hj@F^J`@Lb@Vp@Xb@`@h@X`@RVPVPXJPFTJVDRDZF|@Fr@Dd@D^Fr@Jr@F^H\H^Tt@Rr@Pj@Th@R^V`@Xd@\d@\b@f@n@h@j@x@|@b@b@h@b@h@b@d@^\Zb@`@h@h@d@f@p@x@nA`Bz@bAV`@R\P\b@x@Vl@^|@\x@Th@V`@^r@\p@R^NXTZ\d@Z\b@^r@l@f@b@ZXVTVZR\V^Xh@Rf@\r@|AzD~BnHTv@Rn@Nf@N^RZ^b@bB|BNVJRFZFl@HtBRxF@rABnBBv@HtALdCb@bIL`BJv@Nj@P\Zf@VXb@b@x@d@x@\|@Vp@J
3070.0	0.0	2049.0	49.0	1	pdgaVecgsFtAIvBOn@Ej@Iv@Qv@Yv@k@bB_BtAmA
2919.0	0.0	2049.0	49.0	1	zbgaV_cgsFRDvADn@Bh@BN@vAVvAf@hAr@`Ax@HLNPPPr@n@
3069.0	0.0	2049.0	49.0	1	fleaVobqsFl@vBTt@Lb@HTHP^v@p@~@dAnA\b@RTj@j@TT`@\z@h@lAj@vEtBtEjBxCjA|Aj@n@T|@b@bAz@zAzAv@t@b@`@RPrCjBdCbBdAl@bAb@p@Vl@Tj@Vn@\TL^ZZ^RXRl@F`@BT?N?^O`AW`AQh@M`@GZKf@EXE^A|@@VXhBFh@Hv@@`@?l@?\AV?^?\?N?LHf@R\XX^Xv@f@hAv@\Xj@n@\f@d@~@F^@XAb@O^cA~Bk@dBKdBXlBPl@`@x@jAbBrE|EtAv@dBh@`BJ|BKvEo@nGw@vASxBk@l@WzAaAtByAv@i@z@g@hA]hA[|@Sz@Cb@JfBt@|Al@fBz@hAv@bA|@lAzAXb@Xp@h@|AXfB\`BVzA`@`CN|@Hz@Dz@G|@In@W`Ac@t@]j@m@r@c@d@iAjA_@d@e@^cAl@mB|@sAn@yA`@o@Be@?}CCs@?_A@o@By@F_ALcB^y@Vm@Vg@Za@Xq@x@S^q@pAs@tAOVOTm@zA]tAg@pBWjAa@lB]vAQb@S^o@r@gAt@eBbAgDtBu@f@i@^]XUV]f@MVYx@Mx@Cn@@j@Hf@Pj@`@r@j@r@|B`Cp@r@dAdAh@l@d@l@\l@HXFTD`@@^C`@Q`Ai@`Am@n@aAl@uAr@cAl@w@^cAb@o@Vu@^YRUNa@\e@j@]l@a@|@[|@Up@Uj@}@fAu@l@gAh@s@Tg@He@B{AFkCFuAD{CH{@FeAJoCb@oAZ}@Z_A^qBr@mBtAgAdCe@jCR`B`@nAx@|@vA~@dCn@xBb@tCT|AFt@?z@@
4481.0	0.0	0.0	0.0		|xgaVulgsFORQR_@^
11207.0	79.0	1050.0	60.0	3	ltdgVgp}bF{MnFiNxFaLnE}R|H
4483.0	0.0	2049.0	49.0	1	pdgaVecgsFu@D
11209.0	79.0	1050.0	60.0	3	fubgVop|bF_HnCuIhDwDbBeBfAeA|@
3231.0	79.0	3070.0	79.0	1	|gccVe~rfFxZbFvNlBvQbBtEb@
3233.0	40.0	2570.0	70.0		xqecV{`rfFaDbSiA|L
3234.0	79.0	2570.0	70.0		xuecVsmrfFg@zBwAzG
3238.0	79.0	1060.0	79.0	1	vb`dVuqaeF~CTx@?fM@
3239.0	79.0	1060.0	79.0	1	~xddVypaeFhhAd@txBAfcAA~]J
3240.0	79.0	3070.0	79.0	2	zcjcV_vqfFsCW}Dg@gW_CeUiBoCQsBWyDYqJiAuo@eG
3243.0	0.0	2570.0	70.0	1	|rsaVmeydF{RvOkl@vd@
3245.0	0.0	2570.0	0.0		r|kiV{{zeF[iK_AiEkJqAoW_DmO_BeA_@eO_@
3290.0	0.0	0.0	0.0		rhxzUivd}Evn@oRhq@yRjQqF
2068.0	79.0	1560.0	60.0	1	hkafVefk_F}Jxd@q@`D
1995.0	79.0	1560.0	60.0	2	nf`fVi_x_FpHhYdA~C
2000.0	0.0	10.0	10.0		j_afVk`j_F@`FRhDdCjINXb@`A|@fB
3329.0	0.0	3070.0	79.0	1	`~qhVgl|fFmCCwA?_A@m@@_AFs@De@De@F]Dw@J_Df@{Cf@uDl@yAV_BX{@Rk@LcAT}Ab@}Ad@wAh@kAb@e@T[NULYP]V_@V_@Za@`@c@d@k@n@[^QPm@p@g@l@_@h@a@l@S^Sj@Ql@Mf@Ip@K~@GbAG|@Cd@C^E^E\G\IXK^O`@MZO\S\W^UXWXSRYTUPSLWPWNWNWLWL[JUHYH]J[FUD_@De@Fe@Dm@BeAB{ADaABcABeFLoCHcBBy@@c@?g@Ai@C]Ce@Gm@Io@OqDaAeD{@}Bm@_Bc@aAUqAWqB]wGiA_@I_GcAuHsA}GkAoGiAiAU]Kq@Qa@Oo@Yg@Wa@W[UYSUWUS]a@m@s@cBwBeNaQwBmCkAuAkAcAcA}@w@m@e@Y[We@Ws@a@u@_@m@Ye@Wm@Ya@S]Qy@]m@Wm@Wc@Wq@Yi@U]OUMWOYKYMUKWI]OYM}@a@iEmBcF}BeLeFmJgEq@W_A]o@Sy@U_ASm@Ks@Ku@Iw@Gy@GeBIeDMkAG}AGw@CcDMgLe@cKc@sNk@uCMo@Co@Ao@Am@?k@@i@@o@Du@Fo@Fq@Jo@Lw@Py@RiAZsBh@sCv@c@LYHc@J_@FYF_@F]De@Fi@Fa@B_@@i@Bc@@eA?w@?q@Ao@Ak@Cc@C[Ac@Cm@EWCWCUCc@Gi@Ka@Ic@Ke@Ma@Mc@Mc@Qg@Ug@Uq@a@mBgAqBgAwCcBiDmBcAk@o@_@i@Yg@Wk@Wg@Ue@Sk@Sc@Ok@QaAYo@Qs@SiA]e@O]M]Ma@Q]O_@S_@U[S[SYUi@g@]_@[][c@]c@a@k@s@aAg@s@_@g@W[g@s@qCwDwAmByByC
319.0	0.0	2070.0	70.0	1	d|dmUa{rtEuZl@o`AhBm}BdF
335.0	0.0	15.0	15.0	1	l_hpU_r|tEAwW
336.0	0.0	15.0	15.0	1	xghpU_k|tE_Bi@iBuAaA_B
337.0	0.0	15.0	15.0	1	xghpU_k|tEmDH{Dl@
357.0	0.0	1570.0	70.0	1	n|gpUgi|tEmAb@kChC_CtD
359.0	0.0	15.0	15.0	1	lncqUafxtEqs@iH}EB_Fl@qIvDsItF_C~@gh@hJoRlAif@jAeGKuFw@{DwAuW_IeFLiBf@gBdC_F`TEp@q@bA{CvAqA^eC?uBe@{yDo_BcCk@e~@eBaD_@wD_AwNoGee@uSqTcEef@yIwLwB{K[{mAHeSm@gxAcR
190.0	79.0	1560.0	60.0	1	hqr_VyervEyEv@cF~B
193.0	0.0	10.0	10.0	1	fj|~UcbjtE[iKS}k@g@gLiAsDcCqEHyB
194.0	0.0	10.0	10.0	1	nya_VicvrEaBlCkClA
195.0	0.0	10.0	10.0	1	`~a_V_{urEaD[}EQ
197.0	79.0	2560.0	79.0	2	ja|~UsxltEvDtG
198.0	79.0	2560.0	79.0	1	~l|~UmljtEPrK
199.0	79.0	2560.0	79.0	1	zqwzUg}cqEq\EqKPsGWuC?
200.0	79.0	2560.0	79.0	1	vpmyUoeaqEkm@eLwF{@
211.0	79.0	2570.0	70.0	1	zyiwUezo{Eb|AozK
246.0	79.0	2560.0	79.0	1	~kc_VstcsEfI`S|AtCrIzTpKlWUrKmAbD_DdG
249.0	79.0	2560.0	79.0	1	pm|~Uy_jtElAdt@?vMqAdJoC~IwJdS_MdTuKnKsNpKkEnEmA~Ee@~HZvD|@~DrAbGtB~MIzEsAzC}FzGoKnH
252.0	79.0	2560.0	79.0	1	~jr~UukusE}Mxj@NzFrAbE|@~AdCbBbGlAzObB
253.0	79.0	2560.0	79.0	1	h~r~UefssEnKjAjHt@rBH
254.0	79.0	2560.0	79.0	1	xws~UyassE|MpAfE|@zKvEbK~G
255.0	79.0	2560.0	79.0	1	xpz~UiersE~LeGb~@gX
