OBJECTID	PASS_SPEED	FRT_SPEED	MAXSPD	NUM_TRACK	POLYLINE
2959.0	70.0	2070.0	70.0	1	nk`eVedpnFXjEZfFXbEVfEd@bHn@jKb@rGv@dL
725.0	90.0	1055.0	90.0	1	notnUiksmE?o@BmD
1679.0	90.0	1055.0	90.0	1	~hsnUk~nmEJB@ElJia@r@}CvBuJ
2997.0	79.0	2570.0	79.0	1	jwjdVykgmF_CxAwBpAmCdBuD|BeHlEeGtDaGrDqIlFyFjD_HhEmJ`GyCjBgDrBsHtEwGdEeAl@oAt@iAl@gFhCaEnB{FpCoHnDgErB
3047.0	79.0	2570.0	79.0	1	t}aeVmo{mFl@mIDo@JsAFkAD_A\wE^_FV{D^mFZoENmB^iCf@iCp@gCVaA^qA
2924.0	70.0	2070.0	70.0	1	zi|dVmr`pFUhX
640.0	20.0	1020.0	20.0	1	fmrjUu`tiExCoEx@w@jCwAjBg@hB[zEUdE[rAU|@WjAa@fAo@rA}@z@_At@mAn@_BPeAt@yIp@kH^mDpBqSh@mGNgA\{Al@aAh@}@fAeAxAaA`Ac@zAc@dAQpAM|@Cp@?h@?lAH|JrAzGx@vF`AzAr@hBdAbElCpFlDtEpClAx@j@f@fIbIr@t@l@bAb@vBRhBp@|A`Az@hAh@tAZfC\pBd@lA`@~FbClBd@jBZxBVjFR`AJrARvC~@xXxKtDjA`EjAvAb@jRpFlJlCpBh@rB^fCZdHRblAvCbDFxE\jMjAx@HrCVjUpB
1566.0	20.0	1020.0	20.0	1	xdkjUweniE~AO`Co@dBy@xGiDxDkBhAw@fCyAdC}A~ByA`B{AlAoAvA{Ax@qAbAiBnC}GrA_CtAsAfAq@jAs@pAc@lCu@xKcCjB[vFc@z@QjA_@fAk@v@u@j@aAh@kAX_Ad@cCVmAZgA^e@n@i@|EyBr@m@`@i@p@kAp@iAd@u@hAm@j@UdAYvASd@?z@@tANfBNj@BfAAvDa@nBWx@GlAEv@F`ALdAVzAZbAFz@?dAGb@KlA_@d@Yj@e@d@q@LY
869.0	79.0	1060.0	79.0	2	t`{pU}iloEgFlMkCjGsHnQq@~AmFdMyErLyC|G}FzNgA|B
1007.0	79.0	3070.0	79.0	2	zlwkUwjppERq@Xu@^u@d@y@n@{@z@}@|@}@zAeAdDmBvCcBhAk@hBgAp@e@hAm@fA_@fAQjAMnAI|BKdBKz@At@A~@F~@Lv@RxE|AhAZdAVjATxDl@`IlApARhAVdNrDbD|@vAb@t@Zv@`@z@b@n@h@p@r@bAzAp@dAl@~@h@z@b@h@r@n@x@f@v@`@l@Pp@Rt@LbALdAB|QKtEElPIhAAv@Bn@Fz@NpA^tAl@hRtHxDxAdBf@hBd@pDt@lB`@pFfAnAXnAZhA^hA`@vBz@jCtA|B|AlB`Bz@|@~@fAv@fAdCbEbDlFt@dAbBfBdAx@tA|@z@d@dAf@hA^jA^xA\pAXx@V`AXx@d@r@h@f@p@Zf@Vr@Np@Dj@Av@El@Mj@Qb@Sd@W`@UXq@j@cFbDoLtHeHpEq@^}@d@{Ap@yBx@{Cx@uMrCoAZ_AZs@Xm@^q@b@kPjOm@Zm@Zm@Ty@RcEp@}d@rHeCz@yAl@gAx@y@r@e@j@]l@mAjCu]jy@[vA
3074.0	0.0	2545.0	45.0	1	n`qaVwfjsFn@Mt@Mn@Ix@Ir@Aj@@p@Df@F`AT|@\^Rn@j@VZTd@Vr@HZXpALb@Nb@HPXl@Xh@X`@lApB`@n@VRXPRLpBz@|@\t@Vx@Tv@LhAFj@?h@Ch@Gl@Kn@O^MnBe@r@M|@It@Cl@?zAFlAHxAP|@Tj@Tj@Zb@^d@f@`@~@H^D`@@`@C`@IfAOxAMzACh@?\Dj@H^L\LXNXTXRTZXd@^^Nx@VjATnANbAHdAFnB?XAfLMp@@z@Hb@H^Ht@Td@Vh@^r@z@Xn@Pn@Jp@Jp@TbBXtBPpAPt@Lf@Ph@Vn@d@dATf@LVr@lAZf@JNRXjAxA`@b@VXbBfBn@j@j@d@j@`@^RXLZNb@Pj@Rz@RfANx@Hn@Dl@Bl@@l@ArACdCI|BGxAChAC~@Gr@ChACh@Cr@CVAdCKh@C|@C|DMrDMv@CtAE
1008.0	79.0	3070.0	79.0	2	|s{kUkqhpEe@~COnAEjAEhAb@vMFbGz@z[Ax@KjBMxAM`AS`AYnAmA`DoD~HwDfI]v@[v@Qr@Iz@AhANnAVnAXv@b@r@l@x@jA|@p[|R~Ax@rAj@lBh@xBj@dLxCnAZlA^bA`@bCrAtTvLpAx@hA|@~@`Ar@fAd@|@b@dATfAP|@HhA@bACp@El@Kl@oAzEcChJa@tAa@fAe@t@kDlDyBxB
868.0	79.0	1060.0	79.0	2	rlypUaeioEuGtOoHbNyOxRcAbAy@x@aN|L}@r@gAx@{DbDkP~MsDtCoCzB{D`DwAjAgA~@e@h@c@h@
854.0	79.0	1060.0	79.0	1	`s}qUashpE}AfAy@j@m@d@c@\}AnA_BtAcBzAaIpHuEjEyDlD{BrBuLzKmG`GaFpEwFjFyGhGiF`F}BrBoQjP_MdLwFhF
3078.0	0.0	2545.0	45.0	1	`l}aVgqfsF`Ep@nCJrEY|Dg@dFIvBJvADhBL|BL`BVxDTx@DvCN`ETrEXlCNfBJjCNnAHtAJfANr@LjAVn@PZJn@R^LjCz@d@L^JZJvDdAnBj@t@Xn@Rv@R
853.0	79.0	1060.0	79.0	1	r|arUg}kpEubB~kAkSxNeDzB_DzBsCrBwA`A
477.0	79.0	1060.0	79.0	1	xrorUycaqEMz@SrBkBlQ
3076.0	0.0	2545.0	45.0	1	ntzaVsqfsFi@Bu@BiA?oCGcBGYAmACgBEeBCeCImBGg@CgAGiAKk@KSEiAWaAWm@QmBg@wA_@yBe@kB]}B[i@GgBSyBS_BKqBG{@CiACkAAiA?m@?qBDcCH
845.0	79.0	1060.0	79.0	1	xsnrUe|aqEx@UhAYvAYDG|@Or@IbAGbAA|@B~@FjARbAVlAd@j@^j@`@b@b@Z`@RZXh@Pf@Lh@Jh@D|@C~@W|Bs@zE
478.0	79.0	1060.0	79.0	1	jnorU{k`qEU`B_@zDw@nH
916.0	90.0	4070.0	90.0	2	`rr|Tg}btEcaC_D}CIaCI_CQcBQkFu@
941.0	90.0	4070.0	90.0	2	t|}}Ta}osEoYyS}HiFo]oTggAiq@yd@oYmZgRsZeRyMmIiFgDwVaR{UmQeCiBaCiBgByAgCaCqZk[sE}EcCiCgBwB_C{CiBqCaCaE{NcVqAuBaB_C_BuB_E}EcKwLaXy[sRkU}GiIqBoCgBiCuA}BgA_CyAgDuIgS{EwK_CmFu@_B{@aBwA}BaB{B{AoBwAyAsDqD}TcTuNaNaIuGcI}FkMwI{OsKsRqMkAq@sAu@wAs@qBaAeBw@oLyEmIaDiQcH
918.0	90.0	4070.0	90.0	2	vlh}TydctE_Bg@yAc@gCk@iBa@oB]uIsAsMoB_CYiBOaBOyAKwAE{AC{AAqB?gcA|A
917.0	90.0	4070.0	90.0	2	`ed}TipctEsaG|Iyx@lA}pDpFyCDaFAiDA}EEmGKac@k@
915.0	90.0	4070.0	90.0	2	lxm|TuectE{bAmPgF{@{D{@uBg@uCy@eDcAek@{Qkl@iRqDaAmGuA}WkFcDq@}B[eD[}CQwg@{BeCOuBS}B[_C]_Cc@uI}B
913.0	90.0	4070.0	90.0	2	|~c|TcbftEeHsBsF{AaCg@iC_@{BUqGa@qfAsFuEQuBCuEA
912.0	90.0	4070.0	90.0	2	t``|T_uftE{QKuDEwBI_CKgFa@gFm@cbAwMiTmC}LqAyGo@cSoBeV}B
331.0	0.0	1040.0	40.0	1	|k`oUy{nvEyd@aW
700.0	79.0	1060.0	79.0	1	|mdqUy{soEsH|GkEvD
1525.0	0.0	10.0	10.0		jig`UopdgElAHp@Jj@P\Nb@Vd@ZTVPTV^JZH^Bf@Af@a@bC
11887.0	79.0	1050.0	60.0	2	hm|fV_lvbFg@f@{B|BYZuD|E{DhFiE~F{DdF
1139.0	79.0	2550.0	79.0	1	jh`kUixcoExFgF
11888.0	79.0	1050.0	60.0	2	ro{fVohubFQTsMfQqCnDmCpDuC|D}C|Dy@fAoAvAcC~ByBhBkA~@mAz@eD`CiCxAoAt@cChAiHnC{E`BwPxDiNdDsOpDwZjH{ThF_UvFkBp@iDnAgDrBgCtAoC~A
2796.0	0.0	2049.0	49.0	1	bladVeoi_GQz_M@nwA
3365.0	0.0	2049.0	49.0	1	rkadVyux~FMf{A?lvC@hUKbCOxBo@tFqAbG_AtC}@nBw~AlhEiOla@
3366.0	0.0	2049.0	49.0	1	hr}cV_`h~FkdF|`Ncr@~iBuGpQ
2797.0	0.0	2049.0	49.0	1	bqtcVo`u}Fo`@jeAk@nBi@nB{Lxo@_v@j`E
2798.0	0.0	2049.0	49.0	1	`hqcV}`k}FqBzK
2799.0	0.0	2049.0	49.0	1	ndqcVatj}Fcj@hvCqGt\eGt[
2800.0	0.0	2049.0	49.0	1	rhocVkbd}FaQ`_Acl@p}CsQ|aC
2801.0	0.0	2049.0	49.0	1	xvlcVy`y|FmAzP
1227.0	0.0	0.0	0.0		b}qpUikbnEyrHtdCkL~DeBl@qVdI}YrJoA^UJUN_@Xa@f@Oj@IV
2411.0	79.0	1060.0	79.0	1	vsvfVok_gFgMxC_T`FuD|@_B\kAVoAVcARu@NkARiAR_BVyATkBXaBTsAPyAPoBVyBXyBXgD`@{En@_Fn@aFl@aGt@aIbAcJhAeGv@cCZuAPu@HgALyBZcD`@gDb@gEh@_Ef@eCZsDb@sGx@wEn@eH|@iKnAuKtAmMbBgFn@yEj@kFp@wEj@}En@uGx@{Ej@gCZ}BXaCXsBTiCXqCXwCXoCXuCXgDZaDXuD^{Eb@_Gj@{Ed@{Ed@sGj@qFh@oGl@eIx@aHn@yCX}CZaDZsCXuCVaCTeD\}CXoCVmD\mCV{D^oEb@mE`@gFf@eE`@sEb@iFh@oE`@gFf@{Fh@kFf@kE`@{ANcBPqAP}ARoAPu@L_APeARgATcATeATw@Ru@Rm@Pq@P{@Xk@Pq@Tu@Ve@Pg@Pe@R
1006.0	79.0	3070.0	79.0	2	h_gkU}`wpEpAHbALhANx@RlA\j@Nx@ZvLhFfGhClGbClCz@hCr@vDbAjATbANzANxALvDR~ALlANjARpBd@dBl@hAd@jAj@zAt@jC`BzBbBpE~D`HbGzBdB~E~B|FdCrElBrAb@jBd@bM`Cbw@zOhEz@lB`@zA^~Ab@dA^`LjExB|@pDvAdAh@l@Zd@^~@v@lG~FzCxCzBbC`BpClAjC~AfDn@hAp@|@f@j@x@v@fAx@pCfBd[hQ|BtAjAt@hA|@lBbBhAjAj@n@t@bAn@fAfFlIvBpDdAfBlAlBjAtA|@|@dA~@`Ap@jAn@z@XjBj@z@Vp@Px@Lz@Vb@Np@Pt@Lz@Fp@Br@Dx@Dp@Bp@Br@FzAXzDl@bFj@nf@|E`K|@nFb@lBJpA?pAAhAGbAI~@Kz@Sz@Wx@Wv@Y`Ae@n@a@p@m@v@s@bAwA^u@Zs@Tq@ZuAhAqFxAgH
3080.0	0.0	2545.0	45.0	1	ffabVe~esF`B`@XF\Fd@Dh@D^@h@Af@C\ERCPEXGPGVITKf@W\[TURYXg@V{@H[\cA\s@j@q@f@_@n@[`@Of@Md@Kf@Gf@Ch@AjA@vDNtBF|ADn@@z@@|AAbCIvBKhE[f@ExAKfBOdAIr@Ij@Gj@K~@Y^QXO\SXQTSZYX_@Zg@HOFON]t@aBb@cA`@}@lBgEVk@f@gAf@_A\i@X_@XY\_@XUROXWr@a@rAq@p@YlA_@xA_@|AWzAOlBQrBQTC~CWnCUjBUz@Oz@Wl@Uj@Yl@c@j@g@~AyAd@]f@Yn@Ul@Oj@Kp@Gh@Cn@?h@Bb@D`@Fb@Lz@Zx@`@hBp@l@Pp@P
1005.0	79.0	3070.0	79.0	2	rsckUa~wpEpFnBtEpAlDz@fOlCdKbBhMzBnARvA^nI~BrBh@lATrAPnAHfAHbMT|@F
1068.0	79.0	2550.0	79.0	2	zlnoUgf}mEeCfAcHfD{HnDmOnH
1715.0	0.0	1020.0	20.0	1	r}ipUi|fnE|\_BzPw@jUgA~Ki@
863.0	79.0	1060.0	79.0	1	bybqUinroEfKaHjDsCdRcP
866.0	79.0	1060.0	79.0	2	pc|pU{fnoE_DhEmD~FcEtIaLtXgDfI
1926.0	0.0	0.0	0.0		zu{yU{c}~E\cEXs@`@k@fAcAlGiFvCqC|J{ItA}@pA]jAIhAJhARz@Hf@Bf@ChBIbAF~DfAz@Pt@FtC?lF@fAKp@Op@_@bA_Af@g@d@g@f@aBf@g@fA_@r@IvE?tADtAF~b@@
1069.0	79.0	2550.0	79.0	2	femoUwo|mEoAr@i@XsCnAcIrDwLxF}FlCyFlC
701.0	79.0	1060.0	79.0	2	bybqUinroEuErD
1070.0	79.0	2550.0	79.0	2	dukoUot{mEyAn@wQrIiJlEiJtE
702.0	79.0	1060.0	79.0	2	lrbqUuhroEuHlEwI|EoKxEkB`A
864.0	79.0	1060.0	79.0	2	bnaqUmrqoEyUhKwK~E
1071.0	79.0	2550.0	79.0	2	~hjoUg{zmEyDnBcKdFeJfEeV`LuG|C
1746.0	0.0	520.0	20.0	1	ttmoUyyymEfBu@|E{B`J_ExGwCrHaDbFyB`Bm@fKwEhDwAbBu@jD_BrGqCzE{BrGyCbDyA|G{C
1233.0	0.0	520.0	20.0	1	`eloU_`ymEbIqDbFwBdGoClO_HvD_B
865.0	79.0	1060.0	79.0	2	pj`qUc_qoE}QnIqT~JuWxLaKpEeH`DqM~GwHdFuDvCaDxCgFfF}AbB_@b@iA`B
1747.0	0.0	520.0	20.0	1	x}hoUchwmEbGoChDwAzBgA|BcAzCqAfBu@xCuAdGkC`H_DnEoB~FiChRkI~PwH
1234.0	0.0	520.0	20.0	1	hfhoUo{vmEd@ShU_K
1641.0	0.0	10.0	10.0		~rg_Ua{fgErAV~IbBv@JtDf@xEb@`FXlZfAn\lAfW`AdxAlFjuA`F`PVfI?rCApo@@lKC|~@Ah`@?lr@G~O@tm@?nFFrG\`Gh@~Er@~Et@nVrDvq@dKzB^xRvC~|@dM`CTpGVdHFfRAdfA@bZ@~s@AjWHnAA
1643.0	0.0	10.0	10.0		b|f_UyaggEkBKo@G}@Kk@IoEAcL@wAA{GCmI?sBG
2507.0	0.0	2570.0	70.0	1	`fy}UcpgbF_EzC}RbOsOtL_MdJgK`I_LpIiJfHwKhImEhD}G`FiMxJqL~IeMnJeGxEcJbHoOjLwOxL{@n@
2494.0	79.0	2570.0	70.0	1	hlr}Uw~abFiBtA
2863.0	50.0	2540.0	50.0	2	pit`V_`cnFt@lBn@lCL`CCrAK`BBhATlAb@bA~@fAbB|@pBb@hGPnFClB_@nBy@hEuC`Bm@jBSzA?rARhBr@zBhBdB|@dDl@fBn@hAdAdAvBfBbDlA|@bBj@bCJ~BMpB_@fAKtBCdCZ|BfArDnCl@hAX`BU|Bi@jAoAxAw@hAg@xAc@dDPzCEvAUxAk@lDn@xK^tBr@hBrAvB|AzAlBlAtBdArBn@nBd@dEPzBOhIkBfDi@jDD|DnAxBpBx@nC@zCPxEZbB~AtCnAfAtBrAtDhA`IvAtBx@`PxH`EvB~ApB^tAl@dFl@hGQlCeA|C[pBJjCvB|I|@zCrBzBpA|@lGjCpAfAd@jA`ArChCvDvBlCxAbAbAh@hCp@hC^tBFrH\xBZvAf@fChA|KtEtDbBnBpApB~BlAjD\zAvA~B~AtAd@V~@^bAZzA\lAN`BHhC@jBBdADbHPnGPpCAlCUxFq@`BKbB?hBDdANz@VtAd@v@b@x@h@bAx@f@p@hAvAlA|@r@X|Ah@bEt@nB^fAd@~@j@h@l@b@p@V|@?bASdDG|BJjFd@pGJ~C?xEUjCkAtJ
16327.0	40.0	40.0	40.0	1	[]
2496.0	79.0	2570.0	70.0	1	~hr}Ua|abFgChB{FnEuOtL_GpE
2495.0	0.0	2570.0	70.0	1	ddq}U_~`bF_@XwPjMyB`B
1705.0	40.0	40.0	40.0	2	[]
2380.0	79.0	2570.0	79.0	2	`yygVuomhFnEpB|DjBnB`AhBdAtAz@bAp@jCjBt@l@vAlAvArAlAjAvCfD
16641.0	0.0	0.0	0.0		tmpmUq~aoExEA
16642.0	40.0	40.0	40.0	2	[]
16643.0	40.0	40.0	40.0	2	[]
946.0	90.0	4070.0	90.0	2	rkkhUo`xsEbsCoUjCQlCObCMxBGrFKd[c@xt@cAxAEjBE`BKvCUnD[pEm@xCk@vAYnAYnBe@fBe@fBk@rAc@pBu@lIaDvIuDdu@gZvP_HdC_ApBo@fCw@|Bo@`Ck@`Di@xXaEtZkEtD_@rBOrBMvLYlFCpHGrBEjBGhBIjBK`BOfBO`IgAtpBe\|Cg@fCg@`B[|Cs@rGkB~Ak@vAi@lB{@xDgBtBkAzA}@hBoArAaAxAmAvBmBdAeAbAgAtA}AjCaDnBgDhA_C~CoGnEeJbAuBnAqBhBcCtAwAtAmA`CaBpC{AxBaAvAe@nBo@fCq@
2681.0	79.0	1560.0	60.0	1	`a~dVepy`FmA~CmD`JmBhEmB|DkBrDcB~CqBhDuA|BgBnCyAxBu@bA_EnF_D|DcAhA_AfA{BbCyA~AyAzA{BzBmDhDmBdBeBzAmCxBq@h@aJpH{KfJwNbLuFlE
3079.0	0.0	2545.0	45.0	1	t_gbVwbhsFf@J`@D`@Ff@F~BRjAFhADhADzA?z@Er@I\GVGVGb@Ml@Sn@WfAi@~@k@h@a@d@g@X[P[Te@Lc@R}@RkATmAV}AD[Ja@H]JWZm@j@m@\W`@S^Od@Ov@Of@Ej@Ex@@~@Dn@Hh@N^Jr@Zp@d@dAbAl@j@l@f@`Af@z@Vv@Ld@Fx@Dv@At@Gd@Gr@Oj@Sf@WdBiARMz@c@\M\Kn@Mp@Gx@Ch@@d@Bf@FLBTDTDZJn@Xj@\h@^p@d@jAv@p@X`A\~@PrBRbCVj@H`@Jh@NbA\|@Zt@Xb@Nh@L^Jh@Jx@Nd@FdANrAN`AHlCPbCTbARp@Tl@X~@j@jAt@n@\p@XnA`@p@Lj@Hh@F|@Dl@@p@Ar@Az@E\Ej@IjASfBYrAQxBSrBOnBO|BQxBK`BEzADxATxA`@nAb@|@\tDhA|@V`AVj@NbATpAXz@NhAPdFn@xBXlBNn@Bj@@b@?f@CPCl@Gx@MZIv@SdA_@z@W|@Sx@If@Ax@?n@Bn@Fb@HnA`@hAp@p@r@f@p@Zr@VjAR|BF`AJx@X|AVz@Pb@LVlAtBd@p@b@^l@d@|An@xC`At@\f@Xd@^\\pAtAvA`B`BhB\`@\\j@r@l@l@x@~@bAfAVZb@\`@\p@`@`@Tn@Zx@XbAXvA\`AL`AJ`ADdADzCFrBFdCHrADpA?vAA|@En@AhAE|CM|AGtBIj@Cz@Ap@Bv@Fv@N|@Zr@^r@j@fApA`@d@V\\`@l@n@RPjAbAbAx@v@l@|@x@~@`Av@|@j@t@RTn@v@JLPNb@VTJ\NjA\b@Jb@HjAPr@Hd@D~@F~@Bv@@b@?dA?t@Er@G~@Q\KTK\Q\Wl@m@^m@d@_Ar@yAh@iA`AoB`A}Ah@c@`@WXMj@S|@UxAWbASfAQtAUzB_@dAQvAW|AWb@Gl@EbAAnAFl@Jl@JtA^`@`@j@p@Tl@VzA?p@@lA?d@Fx@r@vAp@l@`Av@nDdBfBd@pCLhBDnA?bBErAWnBu@nAu@f@_Ax@qBz@aCf@mAFc@TgCFaAHy@Hm@R{@Ti@Xe@\c@|@{@lAo@jCcA|Di@bBNhBx@pAnA\\f@d@r@t@n@t@~@bAlAzAj@p@p@r@b@^XPVPXLf@Rl@Nt@N`AJrADd@Af@Ax@Gp@KnAY|@]b@Sd@Yx@q@d@i@^k@dAwBz@{APSX[PMPQv@a@v@[^Ib@MjASn@Gt@G^Cl@G`@Ab@@d@@l@D~@NjA^d@Tl@d@j@p@R`@Nh@Hl@D`AFbAJpBDt@Dh@Hh@Lf@Vn@FJPTX\PPhAv@rElClAp@hAd@p@Pn@J\D|ARpAN|@PdAVh@RvDlAv@R`ATpARvALt@Fn@Bn@@`@Ad@?l@Cd@Cd@Ed@Gb@K`@Kb@OdAg@fAo@j@Yh@Yp@Wx@QZEVCp@Ev@Ad@B^Dz@Lz@Tj@V^VPLTTX`@Zh@^x@d@lAXd@JPV\\b@`@\d@\r@^r@\\Ld@JpATp@FV@^@z@?j@C^EdAQv@Sb@OVITKj@Sf@QXKlAa@
624.0	0.0	1020.0	20.0	1	`vdqUizmmE{EnE{CfCyIxHsBdA
1495.0	79.0	2575.0	79.0	1	xjvaUaywjEiIhNgClDyDzEmC~CaBhBsCrC{GdGuHzFgTzN_TpNiRlMaJbG
1363.0	0.0	4575.0	75.0	1	ptseUs_|tEjeBde@`Bf@`Cz@xAp@pAp@`Aj@dAv@rAdAjAfAvHzH
1452.0	0.0	2540.0	20.0	3	dcrpU{pcnEvAsOtFme@
617.0	0.0	1020.0	20.0	1	phiqUg|rmEkQzMkUnOke@j[
3224.0	0.0	1525.0	25.0	1	hi_cVozwgFKbEQvh@CvE?~A_@vv@Az@IhWGlGIbqAGnI@fL@tWDr_@UnVg@ls@Ov[?|l@K|UG|N?bFEjC?|A@|BApG?dDA~H?rMAdTA~CCdJCrHA`HMlGGzCQ`HI`JI`CMnHElCC`BEpAKhHIjKEz`@?hH?lFAlAAdHAhK?tGAjJA~@AdK?jHAnB?`CB`BHv@VbAh@jAn@|@h@h@lAx@`@Pb@Rz@TnAZrBZx@LlI~AzCh@nDl@tFbA~Ch@lBZrB^xAZ~ARfALtBHzAFtBPzFt@pDh@tEp@lDf@~A\jA\`A`@z@f@v@f@XV\ZXZxExFdEjFj@~@\r@f@pAb@nBPzA\|DZ|DdAxLr@`JHnA`@|Eh@nGr@hIPnCLpAdEth@f@~DJdAR~@z@dBh@z@hAbBdA|A~@tAlAnBpFtIj@|AJ|@@j@G~@Qt@qAdF
6081.0	0.0	1020.0	20.0	1	`vdqUgzmmEtBiB`A{@hFqEn@s@t@aAb@y@f@qAT{@Nq@FeA@w@B{]@gBBe@Jm@Pe@R]n@oAh@o@xQuL~KkIvIaG
1362.0	0.0	4575.0	75.0	1	|`jeUceztEbf@iD~AOrDc@pASbAWv@Uv@[x@_@lAo@r@c@z@o@jAaAlh@}c@hBmA`CeApAe@fBk@hCg@jBU`BKdBEbB?dBBbCLtARzATnAXrMlD`APdAVr@LlAPhAHjADtA?~AGzAQjAQxA]zAk@`Ac@p@[r@i@tH}EfAm@pBaAtCcAbD}@nB_@tBYtCWjDG|B?nCHdCPlANjAPnAXdATxA\hBh@lCp@v\hJ
1364.0	0.0	4575.0	75.0	1	nogeUgfytE`G]fBMjBSjAUlAYrAa@xB}@t@_@|@c@~@e@vQoIhE_B`Cu@`EeAtBc@vBa@vB]nBQ
2525.0	0.0	0.0	0.0		prdcVkxwgFytCRyTD
944.0	90.0	4070.0	90.0	0	trwhU{szsEfOyFnA_@vAa@tBi@fDs@zCk@pi@}HrG_AdCW~BS
627.0	0.0	1020.0	20.0	1	fbvpUurhmEgCGsDI
629.0	0.0	1020.0	20.0	1	dcwpUyphmEcIWyUc@
630.0	0.0	1020.0	20.0	1	tswpUishmE_A^m@Pm@Ji@Hw@Hm@@eFC
1458.0	0.0	1020.0	20.0	1	r}ipUi|fnEsNr@aT~@uH\wGZiL`@wBHg]hB{DT}F`@yE`@gD^qANmEh@eDb@_GbA{AVcLfCo@Ps@NeAX}H~ByL`EoChAqBv@oFbCyqB`}@yZ|Moy@n^sCnAoClAsPlH{PtH
1231.0	0.0	520.0	20.0	1	xfqoUqw{mEvI}DpB{@vDgBzFiCnB}@dCy@
1745.0	0.0	520.0	20.0	1	lutoUcs}mEfD}An@Qh@S`SyIzAy@n}Aar@
1951.0	79.0	3070.0	79.0	1	n|_gVq`bgF{d@GcQ?wH?uD?kF?aI?eE?wF?mE?uBB}AB_ABiAFaAFcAHsAJ_BPuARcCZ{Dh@sDf@oEl@cCZsDf@_Db@kDd@cDb@kGz@kGz@}IlA_IdAcGz@{HbAkHbA}IlA{QdCqIjA_Ej@qIjA
752.0	90.0	1055.0	90.0	2	neimUa{elEvBmB
751.0	90.0	1055.0	90.0	2	fiimUo~elEbYwV
785.0	90.0	1055.0	90.0	1	~_tkU{p|iEeIvKkFjHcIrKsB~BuBtBqFfF
775.0	90.0	1055.0	90.0	2	pkokUmqwiEw@zDk@vCkAdFwBzH
786.0	90.0	1055.0	90.0	2	lurkUe_{iEgAbAqIhHmEvDaI`H_OnMqEzD_J|HmHnG
1659.0	90.0	1055.0	90.0	2	bmpkUc~xiE}EhE{EfEiD|CwB~Bw@fAuA|B]~@g@pAQj@Ur@yAlH
766.0	90.0	1055.0	90.0	2	x|vlUkbxjEiAdAuFrDyCxAaI`CgMnD}QjFyWpHoHxAcE^wERoGJiFH
750.0	90.0	1055.0	90.0	2	jcjmUgvflEp`@u_@nN{M
776.0	90.0	1055.0	90.0	2	hbokUwuviEqApEm@xCiChOsAdIgAvG}@xEa@fC}@xFw@lE]zBw@tEc@`C[rBc@~Ay@pB{@zAg@p@q@x@gC~Ca@h@mGxHs@z@
771.0	90.0	1055.0	90.0	1	p_clUorljEiJdGsIvFaFtDaDzCkDvD{IdLcIdK_GvHwFfH{CvDqBxBgC|ByAnAeXpTmElDg`@l[uEtDiPzMkFrEeDxDoEdG_EzFaFlHeFlH}DvFgFrHaBbC
3314.0	79.0	1060.0	79.0	1	bvpgVoqhdFzb@sZ~T{OnVaQlBsA|PyLbEuCbHaFjGkEfXoRhBqA
773.0	90.0	1055.0	90.0	1	j`zkUuacjEmEjGiAvAcDjDqCbCiCpB}CxBwBtAeJbGkKzGsK`HgCnBiB~AsDnDoDjEkFdHiE~FkE~FaFxG{ErGkD~EeF~G_FzGiE|FqD`FoCtDcCdDm@x@sFpHiCjD_CbD
774.0	90.0	1055.0	90.0	1	rntkUic}iEkE~FgGlI
2744.0	79.0	1060.0	79.0	1	xwegV_|bgFhAvA
772.0	90.0	1055.0	90.0	1	ls{kU_eejEeBbCkBnC{DxFgFrHcFhHaE~FmFxH}FjIyAvB
447.0	79.0	3060.0	79.0	1	trfsUmsbpEuIg@yCQoC[wCi@kBi@kBs@}@g@eAq@u@i@mD{CeBgBe@m@cByA_BaAeAo@{@Y}@[eAY_AOy@M_AKkAEoB?
2132.0	0.0	10.0	10.0	1	pvegVo}bgFyA{BoD_EaBiBa@]k@c@i@Wo@Yy@Ww@Qw@O}@Is@Es@AgA@uBH{BJuBHuDN
14088.0	79.0	2555.0	79.0	2	telmUw}aoEw@?mOI{M?oF?
14089.0	79.0	2555.0	79.0	2	b}jmUa~aoEeU@
688.0	79.0	3060.0	79.0	1	pidsUmrcpEiERkShAoVxAwP~@wPbAkG\
14090.0	79.0	2555.0	79.0	2	|fjmU_~aoEs\BwA?
433.0	0.0	15.0	15.0	1	~wdqU}uvtEp@iRKw@k@qAkX{S}@_@oCe@qHm@
631.0	0.0	1020.0	20.0	1	jxupUgshmEk@?aADu@JaATmAl@OJWPc@d@yH`J{D|EiFnGST
923.0	0.0	2070.0	70.0	1	p`~lUcortE_fCjF_kDjH_gClF_rBhEiaAxBitAvC{mBfEeFLeI\sK`AuFt@qHjAwGrAiEfAmCp@kCx@kEtAmRxHe`CfaAs]tNeGxBwDjAoFvAeE~@aEx@iEr@qEp@kEh@iyCba@eDp@cCl@aDx@uDnAwCfAqCnAgDbBiCvAwDxBkz@bf@gaB|_A{O`JqF`DqDlByBbAsEfBaEpAwD`AaCj@eDn@gDh@oEj@}D\oDRmCH}CDmCBiDCsDIgYcAakCgJcmG{Tu|EwP}xBuHmCIgCCcC?eDDkDJeCLkCPoCVeD^wCb@cDl@iCh@qBh@yBj@eIpC}h@pRuCbAqDfAkEdAwDr@mEp@sLbBe~@zL
